   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
 343: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_KEEPER_MUSHROOM                
 344: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_KEEPER_MUSHROOM                
 345: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_KEEPER_MUSHROOM                
 346: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_KEEPER_MUSHROOM                
 347: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_KEEPER_MUSHROOM                
 348: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_KEEPER_MUSHROOM                
 349: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_KEEPER_MUSHROOM                
 350: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_KEEPER_MUSHROOM                
 351: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_KEEPER_MUSHROOM                
 352: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_KEEPER_MUSHROOM               
 353: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_KEEPER_MUSHROOM               
 354: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_KEEPER_MUSHROOM               
 355: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_KEEPER_MUSHROOM               
 356: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_KEEPER_MUSHROOM               
 357: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_KEEPER_MUSHROOM               
 358: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_KEEPER_MUSHROOM               
 359: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_KEEPER_MUSHROOM               
 360: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_KEEPER_MUSHROOM               
 361: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 362: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 363: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 364: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 365: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 366: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 367: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 368: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 369: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 370: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 371: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 372: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 373: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 374: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 375: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 376: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 377: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 378: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 379: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 380: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 381: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 382: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 383: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 384: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 385: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 386: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 387: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 388: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 389: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 390: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 391: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 392: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 393: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 394: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 395: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 396: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 397: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 398: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 399: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 400: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 401: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 402: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 403: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 404: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 405: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 406: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 407: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 408: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 409: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 410: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 411: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 412: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 413: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 414: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 415: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_MORGANA_TORTURER               
 416: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_MORGANA_TORTURER               
 417: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_MORGANA_TORTURER               
 418: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_MORGANA_TORTURER               
 419: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_MORGANA_TORTURER               
 420: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_MORGANA_TORTURER               
 421: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_MORGANA_TORTURER               
 422: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_MORGANA_TORTURER               
 423: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_MORGANA_TORTURER               
 424: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_MORGANA_TORTURER              
 425: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_MORGANA_TORTURER              
 426: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_MORGANA_TORTURER              
 427: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_MORGANA_TORTURER              
 428: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_MORGANA_TORTURER              
 429: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_MORGANA_TORTURER              
 430: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_MORGANA_TORTURER              
 431: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_MORGANA_TORTURER              
 432: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_MORGANA_TORTURER              
 433: QUESTITEM_TOKEN_ROYAL_HORSE                                      : Royal Horse Token
 434: QUESTITEM_TOKEN_ROYAL_T4                                         : Adept's Royal Sigil
 435: QUESTITEM_TOKEN_ROYAL_T5                                         : Expert's Royal Sigil
 436: QUESTITEM_TOKEN_ROYAL_T6                                         : Master's Royal Sigil
 437: QUESTITEM_TOKEN_ROYAL_T7                                         : Grandmaster's Royal Sigil
 438: QUESTITEM_TOKEN_ROYAL_T8                                         : Elder's Royal Sigil
 439: QUESTITEM_TOKEN_KEEPER                                           : Keeper Totem
 440: QUESTITEM_TOKEN_MORGANA                                          : Morgana's Favor
 441: QUESTITEM_TOKEN_UNDEAD                                           : Undead Knucklebone
 442: QUESTITEM_TOKEN_EVENT_HALLOWEEN_2017                             : Pumpkin Pip
 443: QUESTITEM_TOKEN_EVENT_EASTER_2018                                : Fool's Golden Egg
 444: QUESTITEM_TOKEN_ADC_FRAME                                        : Adventurer Token
 445: T4_SKILLBOOK_GATHER_FIBER                                        : Adept Fiber Harvester Tome
 446: T5_SKILLBOOK_GATHER_FIBER                                        : Expert Fiber Harvester Tome
 447: T6_SKILLBOOK_GATHER_FIBER                                        : Master Fiber Harvester Tome
 448: T7_SKILLBOOK_GATHER_FIBER                                        : Grandmaster Fiber Harvester Tome
 449: T8_SKILLBOOK_GATHER_FIBER                                        : Elder Fiber Harvester Tome
 450: T4_SKILLBOOK_GATHER_FIBER_NONTRADABLE                            
 451: T5_SKILLBOOK_GATHER_FIBER_NONTRADABLE                            
 452: T6_SKILLBOOK_GATHER_FIBER_NONTRADABLE                            
 453: T7_SKILLBOOK_GATHER_FIBER_NONTRADABLE                            
 454: T8_SKILLBOOK_GATHER_FIBER_NONTRADABLE                            
 455: T4_SKILLBOOK_GATHER_HIDE                                         : Adept Animal Skinner Tome
 456: T5_SKILLBOOK_GATHER_HIDE                                         : Expert Animal Skinner Tome
 457: T6_SKILLBOOK_GATHER_HIDE                                         : Master Animal Skinner Tome
 458: T7_SKILLBOOK_GATHER_HIDE                                         : Grandmaster Animal Skinner Tome
 459: T8_SKILLBOOK_GATHER_HIDE                                         : Elder Animal Skinner Tome
 460: T4_SKILLBOOK_GATHER_HIDE_NONTRADABLE                             
 461: T5_SKILLBOOK_GATHER_HIDE_NONTRADABLE                             
 462: T6_SKILLBOOK_GATHER_HIDE_NONTRADABLE                             
 463: T7_SKILLBOOK_GATHER_HIDE_NONTRADABLE                             
 464: T8_SKILLBOOK_GATHER_HIDE_NONTRADABLE                             
 465: T4_SKILLBOOK_GATHER_ORE                                          : Adept Ore Miner Tome
 466: T5_SKILLBOOK_GATHER_ORE                                          : Expert Ore Miner Tome
 467: T6_SKILLBOOK_GATHER_ORE                                          : Master Ore Miner Tome
 468: T7_SKILLBOOK_GATHER_ORE                                          : Grandmaster Ore Miner Tome
 469: T8_SKILLBOOK_GATHER_ORE                                          : Elder Ore Miner Tome
 470: T4_SKILLBOOK_GATHER_ORE_NONTRADABLE                              
 471: T5_SKILLBOOK_GATHER_ORE_NONTRADABLE                              
 472: T6_SKILLBOOK_GATHER_ORE_NONTRADABLE                              
 473: T7_SKILLBOOK_GATHER_ORE_NONTRADABLE                              
 474: T8_SKILLBOOK_GATHER_ORE_NONTRADABLE                              
 475: T4_SKILLBOOK_GATHER_ROCK                                         : Adept Quarrier Tome
 476: T5_SKILLBOOK_GATHER_ROCK                                         : Expert Quarrier Tome
 477: T6_SKILLBOOK_GATHER_ROCK                                         : Master Quarrier Tome
 478: T7_SKILLBOOK_GATHER_ROCK                                         : Grandmaster Quarrier Tome
 479: T8_SKILLBOOK_GATHER_ROCK                                         : Elder Quarrier Tome
 480: T4_SKILLBOOK_GATHER_ROCK_NONTRADABLE                             
 481: T5_SKILLBOOK_GATHER_ROCK_NONTRADABLE                             
 482: T6_SKILLBOOK_GATHER_ROCK_NONTRADABLE                             
 483: T7_SKILLBOOK_GATHER_ROCK_NONTRADABLE                             
 484: T8_SKILLBOOK_GATHER_ROCK_NONTRADABLE                             
 485: T4_SKILLBOOK_GATHER_WOOD                                         : Adept Lumberjack Tome
 486: T5_SKILLBOOK_GATHER_WOOD                                         : Expert Lumberjack Tome
 487: T6_SKILLBOOK_GATHER_WOOD                                         : Master Lumberjack Tome
 488: T7_SKILLBOOK_GATHER_WOOD                                         : Grandmaster Lumberjack Tome
 489: T8_SKILLBOOK_GATHER_WOOD                                         : Elder Lumberjack Tome
 490: T4_SKILLBOOK_GATHER_WOOD_NONTRADABLE                             
 491: T5_SKILLBOOK_GATHER_WOOD_NONTRADABLE                             
 492: T6_SKILLBOOK_GATHER_WOOD_NONTRADABLE                             
 493: T7_SKILLBOOK_GATHER_WOOD_NONTRADABLE                             
 494: T8_SKILLBOOK_GATHER_WOOD_NONTRADABLE                             
 495: T4_SKILLBOOK_STANDARD                                            : Adept's Tome of Insight
 496: T1_SKILLBOOK_NONTRADABLE                                         : Beginner's Tome of Insight
 497: T2_SKILLBOOK_NONTRADABLE                                         : Novice's Tome of Insight
 498: T3_SKILLBOOK_NONTRADABLE                                         : Journeyman's Tome of Insight
 499: T4_SKILLBOOK_NONTRADABLE                                         : Adept's Tome of Insight
 500: T5_SKILLBOOK_NONTRADABLE                                         : Expert's Tome of Insight
 501: T6_SKILLBOOK_NONTRADABLE                                         : Master's Tome of Insight
 502: T7_SKILLBOOK_NONTRADABLE                                         : Grandmaster's Tome of Insight
 503: T8_SKILLBOOK_NONTRADABLE                                         : Elder's Tome of Insight
 504: T1_LEARNINGPOINTS_NONTRADABLE                                    : Beginner's Tome of Learning
 505: T2_LEARNINGPOINTS_NONTRADABLE                                    : Novice's Tome of Learning
 506: T3_LEARNINGPOINTS_NONTRADABLE                                    : Journeyman's Tome of Learning
 507: T4_LEARNINGPOINTS_NONTRADABLE                                    : Adept's Tome of Learning
 508: T5_LEARNINGPOINTS_NONTRADABLE                                    : Expert's Tome of Learning
 509: T6_LEARNINGPOINTS_NONTRADABLE                                    : Master's Tome of Learning
 510: T7_LEARNINGPOINTS_NONTRADABLE                                    : Grandmaster's Tome of Learning
 511: T8_LEARNINGPOINTS_NONTRADABLE                                    : Elder's Tome of Learning
 512: T3_PREMIUMITEM_3_NONTRADABLE                                     : Three Days of Premium
 513: T1_SILVERBAG_NONTRADABLE                                         : Beginner's Bag of Silver
 514: T2_SILVERBAG_NONTRADABLE                                         : Novice's Bag of Silver
 515: T3_SILVERBAG_NONTRADABLE                                         : Journeyman's Bag of Silver
 516: T4_SILVERBAG_NONTRADABLE                                         : Adept's Bag of Silver
 517: T5_SILVERBAG_NONTRADABLE                                         : Expert's Bag of Silver
 518: T6_SILVERBAG_NONTRADABLE                                         : Master's Bag of Silver
 519: T7_SILVERBAG_NONTRADABLE                                         : Grandmaster's Bag of Silver
 520: T8_SILVERBAG_NONTRADABLE                                         : Elder's Bag of Silver
 521: UNIQUE_FOCUSPOTION_TUTORIAL_01                                   
 522: T3_FOCUSPOTION_NONTRADABLE                                       : Journeyman's Focus Restoration Potion
 523: T4_FOCUSPOTION_NONTRADABLE                                       : Adept's Focus Restoration Potion
 524: T5_FOCUSPOTION_NONTRADABLE                                       : Expert's Focus Restoration Potion
 525: T6_FOCUSPOTION_NONTRADABLE                                       : Master's Focus Restoration Potion
 526: UNIQUE_FOCUSPOTION_ADC_NONTRADABLE_01                            : Focus Restoration Potion
 527: T8_FOCUSPOTION_NONTRADABLE                                       : Elder's Focus Restoration Potion
 528: UNIQUE_FOCUSPOTION_ADC_GENERAL_01                                
 529: T2_POTION_HEAL                                                   : Minor Healing Potion
 530: T2_POTION_HEAL@1                                                 : Minor Healing Potion
 531: T2_POTION_HEAL@2                                                 : Minor Healing Potion
 532: T2_POTION_HEAL@3                                                 : Minor Healing Potion
 533: T4_POTION_HEAL                                                   : Healing Potion
 534: T4_POTION_HEAL@1                                                 : Healing Potion
 535: T4_POTION_HEAL@2                                                 : Healing Potion
 536: T4_POTION_HEAL@3                                                 : Healing Potion
 537: T6_POTION_HEAL                                                   : Major Healing Potion
 538: T6_POTION_HEAL@1                                                 : Major Healing Potion
 539: T6_POTION_HEAL@2                                                 : Major Healing Potion
 540: T6_POTION_HEAL@3                                                 : Major Healing Potion
